Sexo;EstadoCivil;FechaNacimiento;Instruccion;CodigoBarrio;NumeroCargas;TipoActividad;NumeroCredito;Monto;NumeroCuotas;ValorCuota;FechaEntrega;Tasa;Calificacion;encaje;tipo;vivienda;totalActivo;totalPasivo;Ingresos;Gastos;MoraCredito
Femenino;Casado;2/11/1975;P;18010802;3;Independiente;5266;1000;12;83,33;22/3/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;57000;20000;1890;1112,71;0
Masculino;Casado;23/10/1992;U;18015503;0;Independiente;5952;6000;24;311,78;8/11/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;25000;0;900;100;0
Femenino;Viudo;20/7/1956;P;18096504;0;Independiente;4642;500;8;62,5;3/7/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;12300;1334;360;279,38;1
Femenino;Casado;5/7/1964;P;18096706;0;Independiente;6056;1000;14;96,68;9/12/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;26500;586,69;1776;759,54;0
Femenino;Casado;18/8/1957;P;18096504;1;--Seleccione Tipo Empleo--;5973;1000;12;93,68;15/11/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Casado;22/3/1971;P;18097004;2;--Seleccione Tipo Empleo--;50;388,89;7;55,56;9/4/2011;22.08;Consumo;0;Ordinario Cuota Variable;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Soltero;24/11/1983;S;18096206;0;--Seleccione Tipo Empleo--;1932;3000;24;125;21/12/2014;21.50;Microcrédito;0;Ordinario Cuota Variable;VIVE CON FAMILIARES;0;0;0;0;1
Femenino;Casado;14/5/1983;P;18096801;0;Independiente;378;300;5;60;13/1/2012;22.44;Microcrédito;33,87;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;55250;21343,51;2800;3248,43;1
Femenino;Casado;23/7/1963;P;18096102;1;Independiente;4541;7000;26;291,67;28/5/2018;21.00;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;52000;2;400;340;0
Femenino;Casado;2/8/1987;P;18097004;0;Empleado Privado;3280;1500;15;100;9/11/2016;23.00;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;80500;36111,08;3360;2652;0
Femenino;Soltero;8/7/1993;P;18096403;0;Independiente;8513;600;12;55,73;14/4/2022;19.97;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;17000;10351,71;1520;999,13;1
Masculino;Casado;29/12/1977;P;18096201;0;Empleado Privado;5182;600;12;50;28/2/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;37000;2241,7;563,42;363,88;0
Masculino;Soltero;14/6/1996;U;18010305;0;Empleado Privado;8565;5000;15;370,11;4/5/2022;15.56;Consumo;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;51250;2457,99;5500;5180;0
Femenino;Soltero;17/5/1964;P;18096401;0;Independiente;2594;1000;12;83,33;7/12/2015;22.00;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;30100;8000;560;435;0
Masculino;Casado;21/11/1982;P;18015803;0;Independiente;1439;9400;36;261,11;27/4/2014;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;26800;0,01;1250;802;0
Femenino;Casado;12/2/1995;S;18096601;1;Empleado Privado;3641;2400;14;171,43;8/4/2017;21.00;Microcrédito;72;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Divorciado;31/3/1963;P;18096804;0;Independiente;6926;5000;1;5091,88;4/11/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;41800;17621,75;2467,5;2086,17;0
Femenino;Divorciado;31/3/1963;P;18096804;0;Independiente;7193;5000;1;5091,88;2/2/2021;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;41800;17621,75;2467,5;2086,17;0
Masculino;Casado;18/1/1958;P;18095001;0;Independiente;7830;1200;6;208,7;19/8/2021;19.75;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;18800;7392,3;418;290;0
Femenino;Casado;4/6/1979;P;18096706;2;Independiente;1955;500;6;83,33;5/1/2015;22.50;Microcrédito;0;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;32800;26946,18;2370;1479,4;0
Masculino;Casado;4/8/1960;P;18097008;0;Independiente;4603;2000;24;83,33;20/6/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;51500;9799,59;2817,5;1559,48;0
Femenino;Casado;31/8/1993;P;18095101;0;--Seleccione Tipo Empleo--;4232;600;12;50;22/1/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Soltero;11/4/2001;P;18097004;0;--Seleccione Tipo Empleo--;6949;1000;12;91,94;9/11/2020;18.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Casado;17/5/1979;P;18015524;0;Independiente;8766;5000;24;248,31;8/7/2022;19.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;7600;1;2450;2043,25;0
Femenino;Viudo;11/4/1980;N;18016518;0;Independiente;8796;600;12;54,78;14/7/2022;20.09;Microcrédito;0;Ordinario Cuota Fija;ARRENDADA;3300;0,01;500;156;0
Masculino;Soltero;15/5/1983;U;18095001;0;--Seleccione Tipo Empleo--;931;295;1;295;26/4/2013;23.00;Microcrédito;0;Ordinario Cuota Variable;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Casado;7/3/1955;N;18096803;2;--Seleccione Tipo Empleo--;1477;2000;12;166,67;18/5/2014;22.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;1
Femenino;Casado;4/6/1979;P;18096706;2;Independiente;6602;7500;42;257,82;9/8/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;32800;26946,18;2370;1479,4;0
Masculino;Soltero;23/3/1993;T;18015703;0;--Seleccione Tipo Empleo--;6680;9175,33;48;190,64;31/8/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;1
Femenino;Casado;16/12/1980;U;18010310;0;--Seleccione Tipo Empleo--;4557;2000;18;111,11;31/5/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Casado;25/11/1963;P;18095001;0;Independiente;5019;2000;24;83,33;11/12/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;134000;0;1100;270;0
Femenino;Casado;5/6/1996;P;18096302;0;Empleado Privado;5376;6000;35;253,03;29/4/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Casado;10/12/1979;P;18096310;2;Independiente;4105;400;6;66,67;20/11/2017;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;40500;4500;2008;665;0
Femenino;Soltero;1/8/1975;P;18096604;0;Independiente;8069;600;6;106,03;2/12/2021;19.75;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;39000;1008,23;623;428,23;0
Femenino;Soltero;28/10/1986;P;18035015;0;Independiente;7451;5000;30;208,83;13/4/2021;17.65;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;48200;9343,67;7200;5573,74;0
Masculino;Casado;21/1/1979;P;18016006;2;Empleado Privado;180;2500;24;104,17;1/5/2011;22.44;Consumo;0;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;55000;25;650;350;0
Femenino;Casado;22/8/1991;S;18095008;2;Independiente;58;1153,85;15;76,92;25/4/2011;22.08;Microcrédito;0;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;60000;15000;3350;575;0
Masculino;Casado;19/7/1992;P;18096804;2;Independiente;2981;500;10;50;27/6/2016;23.00;Microcrédito;0;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;19200;9250;786;627,67;1
Masculino;Casado;1/5/1981;P;18015506;1;--Seleccione Tipo Empleo--;6484;5000;30;218,3;1/7/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;1
Masculino;Casado;28/2/1978;P;18096803;2;Independiente;2334;2500;24;104,17;9/7/2015;20.50;Microcrédito;118,75;Ordinario Cuota Fija;VIVE CON FAMILIARES;8000;20000;4000;470;0
Femenino;Casado;8/2/1982;P;18095005;1;--Seleccione Tipo Empleo--;116;1250;15;83,33;16/4/2011;22.44;Microcrédito;0;Ordinario Cuota Variable;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Soltero;24/10/1948;N;18096706;0;--Seleccione Tipo Empleo--;2129;200;3;66,67;1/4/2015;22.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Casado;11/2/1982;P;18096302;0;Independiente;5198;9000;38;351,84;8/3/2019;0.00;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;37000;5000;1910;809,81;0
Femenino;Soltero;14/8/1958;P;18096310;0;Independiente;1796;350;7;50;15/10/2014;22.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;18750;100;624;135;0
Masculino;Soltero;17/10/1991;S;18096605;0;--Seleccione Tipo Empleo--;4967;1000;12;83,33;19/11/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Soltero;1/5/2000;S;18097004;0;Independiente;5506;2000;26;103,93;8/6/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;8260;418,75;2566;1975,7;1
Femenino;Casado;16/10/1967;P;18096604;0;Independiente;4935;2000;18;111,11;9/11/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;43400;9580;1020;817;0
Femenino;Casado;9/5/1981;S;18095004;2;Independiente;1925;3000;24;125;18/12/2014;21.50;Microcrédito;0;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;188000;44319,73;338902;330736,93;0
Femenino;Casado;10/4/1981;U;18070103;4;--Seleccione Tipo Empleo--;1076;500;10;50;26/8/2013;22.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Casado;12/11/1992;P;18097004;1;Empleado Privado;6708;5000;30;209,56;4/9/2020;18.00;Microcrédito;0;Ordinario Cuota Fija;ARRENDADA;54500;11128,31;7800;2617,77;0
Masculino;Soltero;14/5/1987;S;18010206;0;--Seleccione Tipo Empleo--;1352;6000;34;176,47;6/3/2014;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;1
Femenino;Casado;3/7/1981;P;18096102;1;Independiente;9224;1050;12;94,62;27/10/2022;19.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;45500;8933,4;1966,67;1294,6;0
Masculino;Casado;16/7/1983;T;18015504;1;Independiente;8898;5000;24;223,62;5/8/2022;19.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;22950;13319,9;2320;1102,4;0
Masculino;Soltero;22/6/1990;P;18096706;0;Empleado Privado;3551;6500;36;180,56;26/2/2017;21.00;Microcrédito;195;Ordinario Cuota Fija;VIVE CON FAMILIARES;2400;1;500;284;1
Masculino;Casado;15/1/1962;P;18096606;2;Independiente;1254;2500;24;104,17;19/1/2014;22.50;Microcrédito;0;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;252000;0;500;480;0
Femenino;Casado;17/1/1948;N;18096702;1;--Seleccione Tipo Empleo--;1237;1000;12;83,33;13/1/2014;22.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;1
Femenino;Divorciado;20/10/1991;S;18015509;0;Independiente;2700;3000;24;125;18/2/2016;20.50;Microcrédito;142,5;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;50000;31734,2;12400;11427,9;0
Femenino;Casado;22/8/1969;P;18097004;0;Independiente;2010;700;12;58,33;23/1/2015;22.50;Microcrédito;0;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;51500;14208,86;2776;1132,1;1
Masculino;Casado;23/9/1974;P;18096108;0;Empleado Publico;2748;6000;33;181,82;18/3/2016;21.50;Microcrédito;0;Ordinario Cuota Fija;ARRENDADA;1500;0;500;235;0
Femenino;Soltero;15/5/1981;P;18096904;2;Independiente;2193;1000;12;83,33;12/5/2015;22.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;21500;0;480;218;0
Femenino;Unión Libre;4/4/1997;P;18097005;1;Independiente;3238;600;10;60;16/10/2016;24.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;10000;0;0;375,22;0
Masculino;Unión Libre;22/12/1989;P;18015504;1;Independiente;6555;600;7;90,56;22/7/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;9750;941,61;1840;1645,04;0
Femenino;Soltero;12/7/1991;S;18016505;2;Independiente;5918;600;14;57,23;29/10/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Casado;20/11/1998;S;18096803;0;Independiente;9122;650;12;60,67;3/10/2022;19.97;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;9100;0;300;157,18;0
Masculino;Divorciado;19/8/1969;P;18096101;0;Independiente;369;500;9;55,56;9/1/2012;22.44;Microcrédito;56,45;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;9800;0;1053;470,6;0
Femenino;Casado;12/9/1988;P;18096306;3;Independiente;675;200;4;50;24/10/2012;23.00;Microcrédito;0;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;52000;2;500;325;0
Masculino;Casado;21/3/1982;P;18095004;0;Independiente;338;5000;34;147,06;10/10/2011;22.44;Microcrédito;564,5;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;242100;67000;5055;2637,4;1
Masculino;Casado;1/5/1964;P;18096402;1;--Seleccione Tipo Empleo--;844;10000;36;277,78;24/2/2013;23.00;Microcrédito;320;Ordinario Cuota Variable;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Casado;12/9/1989;P;18015513;1;--Seleccione Tipo Empleo--;2456;1000;12;83,33;13/9/2015;22.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Viudo;5/7/1965;P;18015501;0;Independiente;5531;3282,75;26;170,18;16/6/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;0;0;0;0;1
Masculino;Casado;12/5/1969;P;18095004;0;Independiente;107;1011,11;13;77,78;5/5/2011;22.08;Consumo;0;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;88600;0;1800;1520;0
Femenino;Casado;14/3/1982;P;18095004;0;Independiente;1385;600;12;50;20/3/2014;22.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;50000;12000;3000;1130;0
Femenino;Casado;8/5/1992;S;18096204;1;Empleado Privado;812;2000;12;166,67;6/2/2013;23.00;Microcrédito;65;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;65000;0;1780;520;0
Masculino;Casado;21/4/2000;P;18016502;1;Independiente;4970;1500;12;125;21/11/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;6000;1000;1290;510;1
Femenino;Casado;26/4/1993;P;18096103;2;Independiente;5885;1500;20;83,33;16/10/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;27000;19159,52;2560;1910,85;0
Masculino;Casado;1/4/1997;P;18015519;0;Empleado Privado;5835;8000;38;314,54;22/9/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;ARRENDADA;19000;0,01;1065;393;0
Masculino;Soltero;5/4/1970;S;17012301;0;Independiente;3032;2000;18;111,11;12/7/2016;21.00;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;50000;0;2000;1510;0
Femenino;Casado;6/4/1961;P;17035301;0;Independiente;1627;600;9;66,67;31/7/2014;22.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;44700;810,44;500;287,62;0
Masculino;Casado;6/8/1990;U;18010324;0;Empleado Privado;2822;1500;12;125;24/4/2016;21.75;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;33500;22319,84;1660;1236;0
Femenino;Casado;10/4/1994;S;18095001;1;--Seleccione Tipo Empleo--;7311;1000;12;91,75;9/3/2021;17.60;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Soltero;23/5/1996;P;18096310;0;Independiente;8999;600;12;54,92;31/8/2022;20.09;Microcrédito;0;Ordinario Cuota Fija;ARRENDADA;4000;0;426,67;267,33;0
Femenino;Casado;5/1/1994;P;18096708;1;Independiente;3485;3000;24;125;5/2/2017;21.00;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;0;0;968;588,23;0
Femenino;Casado;30/3/1996;S;18015523;1;Independiente;6235;11000;50;348,82;17/2/2020;20.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;21000;6631,44;5800;4670,4;0
Femenino;Soltero;14/1/2002;S;18015501;1;Independiente;7244;4000;36;152,87;19/2/2021;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;6500;0;970;422,6;0
Masculino;Soltero;21/11/1995;P;18096306;0;--Seleccione Tipo Empleo--;2229;700;10;70;4/6/2015;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;1
Femenino;Casado;15/12/1969;P;18096708;0;Independiente;4741;400;8;50;19/8/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;42000;0;120;176;0
Masculino;Casado;5/10/1961;U;18010407;0;--Seleccione Tipo Empleo--;3669;2000;8;250;21/4/2017;21.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Viudo;1/5/1945;G;18095004;0;Independiente;7992;2000;24;102,82;3/11/2021;20.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;1820;722;0
Masculino;Casado;5/3/1986;S;18010305;0;Independiente;6583;5000;30;206,94;3/8/2020;18.00;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;10400;0,01;700;332;0
Femenino;Casado;25/4/1952;P;18015808;0;--Seleccione Tipo Empleo--;4898;2300;24;95,83;23/10/2018;21.50;Microcrédito;49,8;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Soltero;29/5/1997;S;18096701;0;Independiente;6550;1500;18;98,63;21/7/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;4000;0;500;248;0
Femenino;Casado;8/3/1971;P;18096502;0;Independiente;5743;1200;12;112,44;26/8/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;74500;1000;1200;207;0
Masculino;Soltero;12/6/1996;S;18096504;0;Empleado Privado;7778;2000;18;129,82;3/8/2021;19.75;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;4000;1;800;301,68;0
Masculino;Soltero;21/10/1970;P;18096601;0;Independiente;9126;1800;18;108,98;3/10/2022;19.97;Microcrédito;0;Ordinario Cuota Fija;ARRENDADA;18200;14464,92;1162;992,4;0
Femenino;Casado;7/3/1955;N;18096803;2;--Seleccione Tipo Empleo--;3022;500;10;50;8/7/2016;23.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Casado;23/8/1980;P;18096706;1;Independiente;1088;800;12;66,67;5/9/2013;22.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;24300;12772,06;1800;1052,25;0
Femenino;Soltero;3/9/2002;S;18015510;0;Independiente;8108;600;6;106,02;16/12/2021;19.75;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;6710;0;735;443;0
Femenino;Divorciado;1/11/1960;P;18096504;0;Independiente;178;2000;20;100;24/4/2011;22.44;Microcrédito;0;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;48500;0;920;381,6;0
Femenino;Casado;3/9/1977;P;18096801;3;Independiente;1132;2000;20;100;14/10/2013;22.50;Microcrédito;0;Ordinario Cuota Variable;VIVE CON FAMILIARES;43000;40000;500;182;0
Femenino;Casado;3/10/1967;P;18096310;1;Empleado Privado;1356;450;9;50;9/3/2014;22.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;44000;6000;910;535,95;0
Masculino;Casado;2/4/1977;P;18015504;0;Independiente;5820;2000;26;103,93;16/9/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;92000;5000;4000;820;0
Femenino;Soltero;18/9/1998;S;18096304;1;Empleado Privado;6318;4500;35;194,87;16/3/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;6400;8576,76;1066;606,67;1
Masculino;Casado;20/6/1994;S;18096804;0;--Seleccione Tipo Empleo--;2662;3000;24;125;24/1/2016;20.50;Microcrédito;142,5;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Viudo;12/7/1990;S;18095105;1;--Seleccione Tipo Empleo--;3885;1000;12;83,33;28/7/2017;23.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Soltero;4/8/1999;S;18015508;0;Empleado Privado;7712;6100;24;376,64;5/7/2021;19.75;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;3500;15000;180;60;1
Femenino;Soltero;3/11/1965;P;18095004;0;Independiente;4387;500;8;62,5;27/3/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;33000;4400;800;100;0
Femenino;Unión Libre;1/8/1986;P;18015804;0;Independiente;7551;12000;60;319,95;12/5/2021;19.75;Microcrédito;120;Ordinario Cuota Fija;PROPIA HIPOTECADA;38200;14239,24;1360,14;573,63;0
Femenino;Soltero;14/3/1996;U;18096108;0;Independiente;9927;2050;6;346,96;31/5/2023;15.56;Consumo;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;61000;0;1330;462;0
Femenino;Soltero;19/1/1948;P;18096606;0;Independiente;253;1800;19;94,74;23/6/2011;22.44;Consumo;0;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;42500;10;500;100;0
Femenino;Casado;19/6/1991;S;18096504;2;Independiente;7817;600;12;54,85;15/8/2021;19.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;42150;25859,76;1764;1593,78;0
Masculino;Casado;1/11/1984;P;18096802;2;Independiente;2511;600;10;60;12/10/2015;21.00;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;75200;29112,73;3428;1724,37;0
Femenino;Soltero;19/2/1990;P;18015504;2;--Seleccione Tipo Empleo--;4591;1000;12;83,33;15/6/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Soltero;15/7/1998;S;18096501;0;Empleado Publico;4744;2000;24;83,33;22/8/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;13000;0;6200;1565;0
Femenino;Casado;25/3/1981;P;18096801;0;Independiente;2452;6500;36;180,56;11/9/2015;20.50;Microcrédito;308,75;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;55000;1;3100;310;1
Femenino;Soltero;19/10/1993;P;18096201;0;Independiente;2832;4000;26;153,85;27/4/2016;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;11000;500;800;520;0
Femenino;Unión Libre;28/7/1988;P;18016515;1;Independiente;6238;4000;32;179,42;18/2/2020;0.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Casado;10/12/1968;S;18096309;2;--Seleccione Tipo Empleo--;5341;6000;38;236,17;18/4/2019;0.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Soltero;26/12/1984;P;18045002;2;Empleado Privado;8086;8500;48;292,33;10/12/2021;19.75;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;11000;11978,52;0;933,62;1
Masculino;Casado;23/6/1974;P;18096306;0;Independiente;3176;400;6;66,67;18/9/2016;24.50;Microcrédito;0;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;23600;0;1719;529,07;0
Masculino;Soltero;1/1/1981;P;18096402;0;Independiente;8142;600;6;106,23;26/12/2021;20.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;35800;0;880;415,31;0
Femenino;Casado;13/11/1979;P;18096501;0;Independiente;7772;3500;24;179,94;2/8/2021;20.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;27760;5117,53;1289,33;805,33;0
Femenino;Soltero;2/8/1980;P;18096605;2;Independiente;5612;1500;18;98,71;11/7/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;2000;2944,36;1074;328,12;0
Femenino;Soltero;28/12/1965;S;18096402;0;--Seleccione Tipo Empleo--;2612;2200;24;91,67;22/12/2015;20.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;1
Masculino;Casado;10/7/1992;U;18096101;1;Empleado Privado;1127;2500;22;113,64;11/10/2013;22.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;41300;18844,95;1630;972,12;1
Femenino;Soltero;24/2/1975;U;18096206;0;Empleado Publico;6218;5000;30;218,3;11/2/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;17000;10000;1500;424;0
Femenino;Casado;2/5/1942;P;18096101;0;--Seleccione Tipo Empleo--;828;530;12;44,17;14/2/2013;23.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Casado;4/6/1979;P;18096706;2;Independiente;2031;3000;24;125;8/2/2015;21.50;Microcrédito;0;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;32800;26946,18;2370;1479,4;1
Masculino;Casado;1/10/1987;P;18096402;1;--Seleccione Tipo Empleo--;739;2500;20;125;13/12/2012;23.00;Microcrédito;81,25;Ordinario Cuota Variable;VIVE CON FAMILIARES;0;0;0;0;1
Masculino;Soltero;19/12/1998;P;18045002;0;--Seleccione Tipo Empleo--;5410;12000;60;200;8/5/2019;20.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Soltero;15/3/1964;U;18010310;0;Empleado Privado;8165;600;9;72,43;7/1/2022;19.75;Microcrédito;0;Ordinario Cuota Fija;ARRENDADA;13600;5858,96;1267;882,39;0
Masculino;Soltero;15/5/1983;U;18095001;0;--Seleccione Tipo Empleo--;332;7500;38;197,37;11/10/2011;22.08;Microcrédito;846,75;Ordinario Cuota Variable;VIVE CON FAMILIARES;0;0;0;0;1
Masculino;Casado;1/7/1960;P;18096503;0;Independiente;2178;800;12;66,67;5/5/2015;22.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;24500;2;700;115;0
